Date,Open,High,Low,Close,Adj Close,Volume,Stock
2020-04-08,28.559999465942383,28.559999465942383,26.639999389648438,28.270000457763672,28.270000457763672,1051666.0,AC.PA
2020-04-09,28.6299991607666,29.56999969482422,28.049999237060547,28.639999389648438,28.639999389648438,990955.0,AC.PA
2020-04-14,28.010000228881836,28.34000015258789,27.149999618530273,27.59000015258789,27.59000015258789,907178.0,AC.PA
2020-04-15,27.170000076293945,27.299999237060547,25.459999084472656,25.65999984741211,25.65999984741211,1378290.0,AC.PA
2020-04-16,25.8799991607666,26.700000762939453,24.079999923706055,24.56999969482422,24.56999969482422,1474307.0,AC.PA
2020-04-17,25.6299991607666,26.84000015258789,24.860000610351562,26.84000015258789,26.84000015258789,1678788.0,AC.PA
2020-04-20,27.0,27.0,25.530000686645508,26.06999969482422,26.06999969482422,857084.0,AC.PA
2020-04-21,25.799999237060547,26.489999771118164,25.450000762939453,25.6299991607666,25.6299991607666,546995.0,AC.PA
2020-04-22,26.06999969482422,26.06999969482422,25.18000030517578,25.75,25.75,679810.0,AC.PA
2020-04-23,25.59000015258789,26.360000610351562,25.510000228881836,25.6299991607666,25.6299991607666,705500.0,AC.PA
2020-04-24,25.200000762939453,25.450000762939453,24.600000381469727,24.600000381469727,24.600000381469727,579651.0,AC.PA
2020-04-27,25.3700008392334,25.93000030517578,24.889999389648438,25.440000534057617,25.440000534057617,871245.0,AC.PA
2020-04-28,25.399999618530273,25.93000030517578,24.850000381469727,25.8700008392334,25.8700008392334,790739.0,AC.PA
2020-04-29,25.809999465942383,26.950000762939453,25.56999969482422,26.8700008392334,26.8700008392334,799820.0,AC.PA
2020-04-30,26.260000228881836,27.0,25.209999084472656,25.31999969482422,25.31999969482422,1117502.0,AC.PA
2020-05-04,24.610000610351562,25.110000610351562,23.700000762939453,23.700000762939453,23.700000762939453,1131489.0,AC.PA
2020-05-05,24.190000534057617,24.780000686645508,23.729999542236328,24.110000610351562,24.110000610351562,866276.0,AC.PA
2020-05-06,24.149999618530273,24.260000228881836,23.0,23.0,23.0,922271.0,AC.PA
2020-05-07,23.18000030517578,23.459999084472656,22.690000534057617,23.049999237060547,23.049999237060547,1388653.0,AC.PA
2020-05-08,23.3700008392334,23.479999542236328,22.860000610351562,22.969999313354492,22.969999313354492,712008.0,AC.PA
2020-05-11,23.280000686645508,23.40999984741211,22.40999984741211,22.579999923706055,22.579999923706055,731366.0,AC.PA
2020-05-12,22.31999969482422,22.540000915527344,22.0,22.0,22.0,1238652.0,AC.PA
2020-05-13,21.889999389648438,21.889999389648438,21.030000686645508,21.280000686645508,21.280000686645508,1105619.0,AC.PA
2020-05-14,21.200000762939453,21.209999084472656,20.149999618530273,20.719999313354492,20.719999313354492,1309841.0,AC.PA
2020-05-15,21.3799991607666,21.520000457763672,20.530000686645508,20.8799991607666,20.8799991607666,1031940.0,AC.PA
2020-05-18,21.43000030517578,21.950000762939453,21.200000762939453,21.8799991607666,21.8799991607666,2461149.0,AC.PA
2020-05-19,22.229999542236328,22.329999923706055,21.110000610351562,21.6200008392334,21.6200008392334,2098984.0,AC.PA
2020-05-20,21.489999771118164,21.729999542236328,20.639999389648438,21.530000686645508,21.530000686645508,1850002.0,AC.PA
2020-05-21,21.25,21.600000381469727,20.610000610351562,21.43000030517578,21.43000030517578,1496478.0,AC.PA
2020-05-22,21.149999618530273,21.790000915527344,20.75,21.31999969482422,21.31999969482422,1578199.0,AC.PA
2020-05-25,21.799999237060547,22.829999923706055,21.5,22.799999237060547,22.799999237060547,1614902.0,AC.PA
2020-05-26,23.260000228881836,25.420000076293945,23.170000076293945,25.3799991607666,25.3799991607666,2873177.0,AC.PA
2020-05-27,25.549999237060547,26.719999313354492,25.18000030517578,25.450000762939453,25.450000762939453,2954932.0,AC.PA
2020-05-28,25.8700008392334,26.639999389648438,25.68000030517578,26.200000762939453,26.200000762939453,2082756.0,AC.PA
2020-05-29,25.969999313354492,25.969999313354492,25.1200008392334,25.350000381469727,25.350000381469727,3216116.0,AC.PA
2020-06-01,25.860000610351562,26.229999542236328,25.559999465942383,26.139999389648438,26.139999389648438,940220.0,AC.PA
2020-06-02,26.440000534057617,27.219999313354492,26.280000686645508,26.649999618530273,26.649999618530273,1583076.0,AC.PA
2020-06-03,27.100000381469727,27.799999237060547,26.920000076293945,27.719999313354492,27.719999313354492,1977801.0,AC.PA
2020-06-04,27.5,27.959999084472656,26.850000381469727,27.200000762939453,27.200000762939453,2137857.0,AC.PA
